KEY,CHARACTER,English,Spanish,French,Italian,German,Russian,EnglishOrigin
C03-S01-InitialCutscene03,Shine,[000000]连我这样暴躁老枪都觉得那宫殿是个鬼一样的地方。,"[000000]Menuda pesadilla. He estado en muchas batallas, pero estas barbaridades con armas químicas no las he tenido que ver muy a menudo...",[000000]Traverser ce palais était comme vivre un cauchemar éveillé. Même pour un vieux pistolet grincheux et sans âme comme moi.,[000000]Quel palazzo era un vero incubo. Anche per un vecchio revolver brontolone come me.,[000000]Dieser Palast war ein einziger Albtraum. Sogar für eine alte Knarre wie mich.,"[000000]Этот дворец — кошмарное место. Даже для такого старого черствого солдата, как я.",[000000]That palace was the stuff of nightmares. Even for a grumpy old gun like me.
C03-S01-InitialCutscene04,Captain,[000000]啊哦。我还以为利用城市下水道逃走会是个好主意，但雷达显示我们周围有不少随行者！,"[000000]Vaya, hombre. Pensé que usar las alcantarillas de la ciudad para escapar sería una buena idea, ¡pero el radar dice que tenemos un montón de compañía!","[000000]Ouah ! Je pensais qu'utiliser le réseau d'égouts de la ville pour fuir serait une bonne idée, mais le radar dit que nous avons de la compagnie. Beaucoup !","[000000]Accidenti! Credevo che usare le fogne della città per scappare fosse una buona idea, ma il radar dice che abbiamo parecchia compagnia!","[000000]Wow! Es klang nach einer guten Idee, durch die Abwasserkanäle abzuhauen, aber laut dem Radar kriegen wir mächtig Gesellschaft!","[000000]Да уж! Я думал, что городская канализация — самый безопасный путь для побега, но если верить радару, к нам пожаловали гости!","[000000]Uh oh. I thought using the city's sewer system to escape was a good idea, but the radar says we've got a lot of company!"
C03-S01-InitialCutscene05,Captain,[000000]莱兹，到下面甲板大炮那里，把会动的东西都给我射爆！,"[000000]¡Rise, baja al puente de artillería inferior y dispara a todo lo que se mueva!","[000000]Rise, prends les commandes du canon au pont inférieur et tire sur tout ce qui bouge !","[000000]Rise, vai al cannone del ponte inferiore e spara a tutto quel che si muove!","[000000]Rise, an die Kanone auf dem unteren Deck! Schieß auf alles, was sich bewegt!","[000000]Райз, спустись к пушке на нижней палубе и стреляй во все, что движется!","[000000]Rise, get to the lower deck cannon and shoot everything that moves!"
C03-S01-InitialCutscene06,Captain,[000000]我会尝试启动电磁脉冲炸弹的，但这需要一些时间！在我弄好前，一定要保证船体的安全！,"[000000]¡Yo intentaré recargar la bomba de pulso electromagnético, así que tú tendrás que proteger la nave mientras tanto!","[000000]Je vais essayer de charger la bombe à impulsion électromagnétique, mais cela va prendre un moment ! Pendant ce temps, tu dois limiter les dégâts du bateau !","[000000]Io proverò a ricaricare la bomba a impulso elettromagnetico, ma ci vorrà un po'! Nel frattempo tieni al sicuro questa bagnarola!","[000000]Ich versuche, die EMP-Bombe wieder aufzuladen, aber das wird eine Weile dauern. Du musst das Schiff solange verteidigen!","[000000]Я постараюсь перезарядить Импульсную Электромагнитную бомбу, но на это нужно время! А ты тем временем должен защищать корабль!","[000000]I'll try to recharge the Electromagnetic Pulse bomb, but it'll take awhile! In the meantime, keep this ship safe!"
C03-S01-InitialCutscene07,Rise,[000000]交给我吧！,[000000]¡Yo me encargo!,[000000]C'est compris !,[000000]Procedo!,[000000]Geht klar!,[000000]Будет сделано!,[000000]Leave it to me!
C03-S01-FinalDialog01,Captain,[000000]喔呼！！知道我的厉害不。,[000000]¡Yúju! ¡Eso sí que es repartir leña a lo grande!,[000000]Woouhoou !! On leur a fait leur fête !,[000000]Evvai!! Ecco come si fa a far vedere i sorci verdi!,[000000]OH YEAH! Genau so teilt man ordentlich aus!,[000000]О-хо-хо-хо!! Получайте! Так вам и надо!,"[000000]Wooohooo!! Now that's precisely, exactly how one gives hell."
C03-S01-FinalDialog02,Shine,[000000]哟……我们都做得不错，小鬼。,"[000000]Fiu... Hemos hecho un buen trabajo, enano.","[000000]Ouf… On s'est bien débrouillés, gamin.",[000000]Fiuu... Siamo stati grandi.,"[000000]Puh ... das haben wir gut hingekriegt, Kleiner.","[000000]Фух... Задали мы им жару, пацан.","[000000]Whew...We did good, kid."
C03-S01-FinalDialog03,Rise,[000000]我们？！？哈哈哈……虽然这么说有点不礼貌，但你并没有出多少力！,"[000000]¡¿Cómo que ""hemos""?! Ja ja ja... Perdona pero tú no has dado un palo al agua.",[000000]ON ?!? Hahaha… Désolé mais tu n'as pas fait grand-chose !,"[000000]SIAMO?! Ah ah ah... Scusa, ma tu non hai fatto granché!","[000000]WIR?!? Haha, du hast ja fast nichts gemacht.","[000000]МЫ?!? Ха-ха-ха... прости, но ты, кажется, не особо участвовал!","[000000]WE?!? Ha ha ha...I'm sorry, but you didn't do much!"
C03-S01-FinalDialog04,Shine,[000000]说什么呢你？？我可是全程都在忍着不说话的！你至少得心怀感激。,[000000]¡¿Qué dices?! ¡¿Encima que he cerrado la boca todo el rato?! ¡Mejor agradécemelo!,[000000]Quoi ?? Je n'ai pas ouvert la bouche pendant tout ce temps ! Tu devrais être reconnaissant !,[000000]Ma come? Ho tenuto il becco chiuso tutto il tempo! Dovresti ringraziarmi!,[000000]Was?!? Ich hab immerhin die ganze Zeit die Klappe gehalten! Dafür solltest du mehr als dankbar sein!,[000000]Что-о?? Я все это время молчал! Скажи спасибо за это!,[000000]What?? I kept my mouth shut the whole time! Show some gratitude for that at least.
C03-S01-FinalDialog05,Rise,[000000]确实。按这个标准来说，你确实是帮了大忙。,"[000000]Ah, sí, es verdad. Entonces tu ayuda ha sido INMENSA.","[000000]Oh oui, tu as raison. Tu nous as été d'une TRÈS GRANDE aide.","[000000]Ah, già, hai ragione. Allora sei stato IMMENSAMENTE d'aiuto.","[000000]Okay, du hast recht ... Das hat wirklich enorm geholfen.","[000000]А, ну тогда да, ты прав. Ты просто БЕЗУМНО помог.","[000000]Indeed. From that standpoint, you were a GREAT help."
C03-S01-FinalDialog06,Captain,[000000]伙计们……我们需要立即降落！我可不想飞船引擎被电磁脉冲给热炸了！,[000000]Chicos... Tenemos que aterrizar la nave enseguida. ¡No calculaba que el ataque EMP iba a enviar al garete nuestro motor!,[000000]Les gars… Il va falloir faire atterrir ce bateau dans peu de temps. Je n'avais pas prévu que l'attaque IEM ferait exploser notre moteur !,"[000000]Ragazzi, dobbiamo atterrare al più presto. Dimenticavo che con l'EMP sarebbe saltato anche il nostro motore!","[000000]Jungs ... Wir müssen unbedingt landen. Ich hatte nicht bedacht, dass die EMP-Bombe auch unser Triebwerk ausschalten würde.","[000000]Ребята... Нам надо поскорее приземлить корабль. Я не думал, что от ЭМП-атаки у нас взорвется двигатель!",[000000]Guys...We need to land this thing pronto! I wasn't counting on the EMP frying our engine!
C03-S01-FinalDialog07,Captain,[000000]如果我们不拉嘲讽的话应该能降落到NPC岛。双手双脚都合十祈祷吧！,[000000]Creo que podremos llegar a Isla NPC si no llamamos mucho la atención. ¡Cruzad dedos y todo lo que tengáis que se pueda cruzar!,[000000]Je pense que nous pourrons aller jusqu'à NPC Island si nous faisons profil bas. Croisez tout ce que vous pouvez croiser !,[000000]Forse riusciamo a raggiungere NPC Island se teniamo un basso profilo. Incrociate tutto l'incrociabile!,[000000]Vielleicht schaffen wir es auf die NSC-Insel. Da können wir bestimmt untertauchen. Drückt alle vorhandenen Daumen!,"[000000]Думаю, мы сможем добраться до острова Неписей, если не будем привлекать к себе внимание. Будем надеяться, что пронесет.","[000000]I think we can make it to NPC Island if we keep a low profile. Cross fingers, toes, anything you have!"
C03-S02-BeachDialog01,Captain,[000000]我会尽快修好引擎的，不过要去RPG城的话，我需要新的火花塞才行，莱兹。,"[000000]Rise, estoy haciendo lo que puedo con el motor, pero vamos a necesitar una bujía nueva si queremos llegar a RPG City.","[000000]Je fais ce que je peux avec le moteur du bateau, mais nous aurons besoin d'une nouvelle bougie si nous voulons atteindre RPG City, Rise.","[000000]Sto facendo il possibile con il motore della nave, ma ci serve una candela nuova per raggiungere RPG City, Rise.","[000000]Ich versuche das Triebwerk hinzukriegen, aber wir brauchen eine neue Zündkerze, wenn wir RPG City erreichen wollen.","[000000]Я делаю с двигателем лодки все, что в моих силах, но чтобы добраться до Города РПГ, нам понадобится новая свеча зажигания, Райз.","[000000]I'm doing what I can with the engine, but we'll need a new spark plug if we want to reach RPG City, Rise."
C03-S02-BeachDialog02,Captain,[000000]也许你能在镇上找到新的。带上这个通话机，你有什么发现的话就用它通知我。我会过去接你们的。,[000000]Quizá puedas encontrar una en la ciudad. Coge este walkie-talkie y avísame si encuentras algo. Aún podré hacer un vuelo corto para recogeros. Entretanto me quedaré aquí trabajando en el motor.,"[000000]Peut-être que tu pourras en trouver une en ville pendant que je travaille sur le moteur. Prends ce talkie-walkie et préviens-moi si tu trouves quelque chose. Je peux encore faire un court trajet pour vous récupérer, les gars.",[000000]Forse puoi trovarne una in città mentre sistemo il motore. Prendi questo walkie-talkie e fammi sapere se trovi qualcosa. Posso ancora permettermi un viaggetto per prelevarvi.,"[000000]Vielleicht kannst du in der Stadt einen auftreiben, Rise. Hier, nimm dieses Funkgerät und melde dich, wenn du was gefunden hast. Sollte noch für einen kurzen Trip reichen, um euch aufzusammeln.","[000000]Может, ты найдешь ее в городе, пока я чиню двигатель. Возьми с собой рацию и свяжись со мной, если что-нибудь найдешь. Я еще смогу сделать небольшой вылет, чтобы подобрать вас.",[000000]Maybe you can find a new one in town. Take this walkie-talkie and let me know if you find anything. I can still hop over and pick you guys up.
C03-S02-BeachDialog03,Rise,[000000]这事就交给我吧！,[000000]¡Veré qué puedo conseguir!,[000000]Je vais voir ce que je peux faire !,[000000]Vedrò cosa posso fare!,[000000]Ich gebe mein Bestes!,"[000000]Ладно, посмотрим!",[000000]I'm on it!
C03-S03-AfterBeachDialog01,Shine,[000000]要打电话告诉船长我们已经找到了前往RPG城所需的火花塞吗？,[000000]¿Crees que deberíamos llamar al Capitán y decirle que tenemos la bujía que necesitaba para llegar a RPG City?,"[000000]Alors, est-ce qu'on appelle le capitaine pour lui dire qu'on a la bougie dont il a besoin pour atteindre RPG City ?","[000000]Allora, chiamiamo il capitano e gli diciamo che abbiamo la candela per arrivare a RPG City?","[000000]Sollen wir dem Captain melden, dass wir seine Zündkerze gefunden haben?","[000000]Ну что, вызовем капитана и скажем, что нашли свечу, которая ему нужна, чтобы добраться в Город РПГ?",[000000]Should we call the Captain and tell him we've got the plug he needs to reach RPG City?
C03-S03-AfterBeachDialog_RisePlayYes,Rise,[000000]是的……当然。虽然流血和战争并非是我们期望的，但我们又能怎么做呢？,[000000]Ya te digo. Tengo cero ganas de ver más guerra y sangre.,"Ouais, ouais… Non pas que je meure d'envie de me replonger dans la guerre et le sang, mais a-t-on le choix ?","Sì, certo. Preferirei evitarmi ancora guerra e sangue, ma che altro possiamo fare?","Ja ... okay. Ich freu mich nicht gerade auf noch mehr Krieg und Zerstörung, aber wir haben keine Wahl.","Ага, давай. Не горю желанием возвращаться в пекло войны, но что поделать?","[000000]Yeah...Sure. Not exactly looking forward to more war and blood, but what can we do?"
C03-S03-AfterBeachDialog_RisePlayNo,Rise,[000000]我想多留会，磨练下自己的技能。,[000000]Pues la verdad es que no me importaría seguir practicando mi puntería un poquito más.,J'aimerais bien m'entraîner à utiliser mes nouvelles compétences un petit moment.,"Vorrei fare un po' di pratica qui, per un po'.","Ich hätte auch nichts dagegen, noch eine Weile zum Üben hier zu bleiben.",Я бы не отказался остаться здесь и потренироваться.,[000000]I wouldn't mind practicing my skills around here for a while.
C03-S03-AfterBeachDialog02,Rise,[000000]船长先生！好消息！我找到能用的火花塞了！来接我们吧！,"[000000]¡Señor Capitán, buenas noticias! ¡Hemos encontrado una bujía que funciona bien, para la nave! ¡Venga a recogernos en cuanto pueda!",[000000]M. le capitaine ! Bonne nouvelle ! Nous avons trouvé une bougie qui fonctionne pour le bateau ! Vous pouvez venir nous récupérer quand vous voulez !,[000000]Capitano! Buone notizie! Abbiamo trovato una candela funzionante per la nave! Vieni a prenderci quando puoi!,"[000000]Captain! Gute Nachrichten! Wir haben eine funktionierende Zündkerze gefunden! Sie können uns dann abholen, wenn Sie soweit sind.",[000000]Господин капитан! Хорошие новости! Мы нашли рабочую свечу зажигания для лодки! Можете прилететь и забрать нас!,[000000]Mr. Captain! Good news! We found a working spark plug! You can come and pick us up now!
C03-S03-AfterBeachDialog03,Captain,[000000]干得好！我一会就到。还有，莱兹……？,"[000000]¡Buen trabajo! Estaré con vosotros en un momento. Por cierto, Rise...","[000000]Beau travail ! Je serai là dans une minute. Eh, Rise… ?","[000000]Ottimo, arrivo tra un momento. E, Rise...",[000000]Gut gemacht! Ich mache mich gleich auf den Weg. Und ... Rise?,"[000000]Молодцы! Прилечу сейчас же. И вот еще что, Райз...",[000000]Nice work! I'll be there in a second. And Rise...?
C03-S03-AfterBeachDialog04,Rise,[000000]啥事？,[000000]¿Sí?,[000000]Oui ?,[000000]Sì?,[000000]Ja?,[000000]Да?,[000000]Yes?
C03-S03-AfterBeachDialog05,Captain,[000000]我知道在RPG城会有场严酷的战斗在等你。那些太空兵人不会给你留下任何能松懈的余地。所以你要做好准备。,"[000000]Lo que te espera en RPG City será la batalla de tu vida. Los Soldados del Espacio no te van a dar cuartel, así que ve preparándote.",[000000]Tiens-toi prêt. C'est la bataille de ta vie qui t'attend à RPG City. Je suis sûr que les Grunts ont beaucoup d'amour à te donner.,[000000]Tieniti pronto. A RPG City ti aspetta la battaglia della tua vita. Sono certo che i Soldati spaziali ti daranno un'accoglienza davvero speciale.,"[000000]Mach dich bereit. In RPG City erwartet dich der Kampf deines Lebens. Ich schätze, die Weltraumgrunzer werden dich mit Liebe überschütten.","[000000]Хорошо подготовься. Битва в Городе РПГ будет самой важной в твоей жизни. Уверен, Космические Солдафоны приготовили тебе самый теплый прием.",[000000]Just know that the battle of your life awaits in RPG City. The Space Grunts won't cut you an inch of slack. So prepare yourself.
C03-S03-AfterBeachDialog06,Rise,[000000]鬼知道我要做什么准备呀？,"[000000]¿Y cómo porras me preparo yo para eso, se puede saber?","[000000]Bon sang, mais comment puis-je me préparer à ça ?",[000000]E come diavolo faccio a prepararmi?,[000000]Und wie soll ich mich bitte dafür bereit machen?!,"[000000]И как это, спрашивается, я должен к такому подготовиться?",[000000]And how the heck am I supposed to prepare for that?
C03-S03-AfterBeachDialog07,Shine,[000000]好啦，我们都知道这里只有我是有技能的，不过到目前为止我们都还干得不错，不是吗？,"[000000]Bueno, aquí el que controla de la movida soy yo, pero tampoco lo llevamos tan mal, vamos, digo yo, ¿no?","[000000]Eh bien, je suis celui qui a des compétences de folie, mais on ne s'en est pas trop mal sortis jusque-là, non ?","[000000]Beh, non ci piove che quello col mega-talento sono io, ma finora è andato comunque tutto bene, no?","[000000]Naja, ich bin zwar der Hochbegabte von uns beiden, aber wir haben uns bisher nicht so schlecht geschlagen, oder?","[000000]Ну, я конечно знаю, что основные заслуги за мной, но пока что мы неплохо справлялись, не так ли?","[000000]Well, we all know I'm actually the one with the mad skillz here, but we've done pretty well so far, haven't we?"
C03-S03-ShipPartUnlocked,Rise,[000000]太棒了！我们拿到火花塞了！,[000000]¡Genial! ¡Ya tenemos la bujía que necesitábamos!,[000000]Merveilleux ! Nous avons la bougie qu'il nous fallait !,[000000]Fantastico! Abbiamo la candela che ci serve!,"[000000]Klasse! Wir haben die Zündkerze, die wir brauchen!","[000000]Отлично! Мы достали свечу зажигания, которую искали!",[000000]Awesome! We got the spark plug we needed!
C03-S03-FinalDialogWithoutShipPart,Shine,[000000]在找到飞船的火花塞前我们最好别走。也许你能问问当地人。,[000000]No deberíamos alejarnos mucho si todavía no tenemos la bujía para la nave. Sería mejor hablar con la gente del lugar.,[000000]Nous ferions mieux de ne pas trop traîner par ici si nous ne trouvons pas la bougie pour le bateau. On pourrait peut-être parler avec les gens du coin.,[000000]Meglio non allontanarsi troppo se non abbiamo ancora la candela per la nave. Forse vale la pena di parlare con gli abitanti.,[000000]Ohne die Zündkerze für unser Schiff sollten wir uns nicht zu weit entfernen. Vielleicht sollten wir mit den Einheimischen reden.,"[000000]Не стоит слишком далеко уходить, пока мы не нашли свечу зажигания для корабля. Возможно, стоит поговорить с местными жителями.",[000000]Better stay close until we find the spark plug for the ship. Maybe you should talk to the locals.
C03-S04-AmyDialog01,Rise,[000000]你还在这做什么？？ 你疯了吗？这地方很快就会变成战场的！,[000000]¡¿Pero qué haces aquí?! ¡¿Estás loca?! ¡Esto va a ser una zona de guerra dentro de pocos segundos!,[000000]Que fais-tu ici ?? Est-ce que tu es folle ? Cet endroit va se transformer en zone de combat d'une minute à l'autre !,[000000]Cosa ci fai qui? Sei fuori di testa? Tra pochi secondi questa sarà una zona di guerra!,[000000]Was machst du hier?! Bist du verrückt?! Hier bricht gleich die Hölle los!,[000000]Что ты тут делаешь?? Ты с ума сошел? Здесь вот-вот начнутся боевые действия!,[000000]What are you doing here?? Are you crazy? This place is gonna be a warzone in seconds!
C03-S04-AmyDialog02,Amy,[000000],[000000],[000000],[000000],[000000],[000000],[000000]
C03-S04-AmyDialog03,Rise,[000000]算了……你快躲进钟塔。我们的性命就全指望指引者的能力了……,"[000000]Buf... Vale, mira, ve a esconderte dentro de la torre. Ahora mismo nuestras vidas dependen de la habilidad de los Guías...","[000000]Bon sang… Bon, file te cacher dans la tour de l'horloge. Nos vies sont entre les mains des compétences des Guides, maintenant…","[000000]Accidenti... E va bene, entra nella torre dell'orologio. Ora le nostre vite dipendono dall'abilità delle Guide...","[000000]Also wirklich ... okay, versteck dich im Turm. Unser Schicksal hängt jetzt vom Skill unserer Lenker ab ...","[000000]Да уж... Ладно, иди и спрячься в часовой башне. Теперь наши жизни зависят от способностей проводников...","[000000]Man...Ok, just go hide inside the clocktower. Our lives depend on the Guide's abilities now..."
C03-S04-AmyDialog04,Shine,[000000]我们走，莱兹。他们来了！,"[000000]Venga, Rise. ¡Vamos allá!","[000000]C'est parti, Rise. Les voilà !","[000000]Ci siamo, Rise. Sono qui!","[000000]Es geht los, Rise. Sie sind da!","[000000]Ну вот, Райз. Вот они и пришли!","[000000]Here we go, Rise. They're here!"
C03-S04-BeforeDadDialog01,Rise,[000000]爸爸……？！？爸爸……为什么……？,[000000]¡¿Papá...?!? Papá... ¡¿Qué...?!,[000000]Papa… ?!? Papa… Qu'est-ce que… ?,[000000]Papà?! Papà... Ma cosa...?,"[000000]Dad ...?!? Das, was ...",[000000]Папа...?!? Папа... Что...?,[000000]Dad...?!? Dad...What...?
C03-S04-BeforeDadDialog02,Mark Cole,[000000]莱兹……嘿……一定是你。真没想到我会被我十岁的孩子给打败。闪恩确实是个好东西……咳咳！,[000000]Rise... Je...No pensé jamás que me derrotaría mi hijo de 10 años. Y Shine es toda una maravilla... ¡*COF*!,[000000]Rise… Eh… Bien sûr que c'est toi. Je ne m'attendais pas à être vaincu par mon fils de 10 ans. Shine est vraiment un bel objet… *tousse*,[000000]Rise... Eh eh... Avrei scommesso che fossi tu... Non credevo che il mio figlio di dieci anni mi avrebbe battuto... Shine è davvero un gioiellino... Coff!,"[000000]Rise ... hehe ... ich wusste, dass du es bist. Hätte nicht gedacht, dass mich mein 10 Jahre alter Sohn besiegen würde. Shine ist wirklich ein Wunder ... *HUST*","[000000]Райз... Ха... Я так и знал, что это ты. Не думал, что меня победит мой собственный десятилетний сын. Шайн — мощная штуковина... *кашляет*",[000000]Rise...Heh...It had to be you. I wasn't expecting to be defeated by my 10 year old kid. And Shine sure is a thing of beauty...cough!
C03-S04-BeforeDadDialog03,Rise,[000000]你怎么会在飞船上？？爸爸，这到底是怎么回事？？,[000000]¡¿Pero qué hacías dentro de esa nave?! Papá... ¿Qué está pasando?,[000000]Mais que faisais-tu sur ce bateau ?? Papa… qu'est-ce qu'il se passe ??,"[000000]Ma che ci facevi su quella nave? Papà, ma che succede?!","[000000]Was hast du auf diesem Schiff gemacht? Dad, was geht hier vor?",[000000]Но как ты попал на этот корабль?? Папа... что происходит??,"[000000]But what were you doing on that ship?? Dad, what's going on??"
C03-S04-BeforeDadDialog04,Mark Cole,[000000]莱兹，让我告诉你吧……太空军团的最高司令……就是我。,"[000000]Rise, ya deberías comprender... que soy el Comandante Supremo de las fuerzas de Soldados del Espacio.","[000000]Rise, il faut que tu comprennes… Je suis le commandant suprême des forces Grunts.","[000000]Rise, cerca di capire... Sono il comandante supremo dell'esercito dei Soldati spaziali.","[000000]Rise, ich muss dir was sagen ... Ich bin der oberste General der Weltraumgrunzer.","[000000]Райз, пойми... Я — верховный главнокомандующий вооруженных сил Космических Солдафонов.","[000000]Rise, you need to understand... The supreme commander of the Space Grunt forces... is me."
C03-S04-BeforeDadDialog05,Rise,[000000]什么，你？！？怎么可能？,[000000]¡¿Que QUÉ?! ¡¿Pero cómo es posible?!,[000000]Tu QUOI ?!? Mais comment est-ce possible ?,[000000]Tu sei COSA?! Ma com'è possibile?,[000000]WAAAS?!? Wie kann das sein?,[000000]Ты КТО?!? Как такое вообще возможно?,[000000]You WHAT?!? How's that even possible?
C03-S04-BeforeDadDialog06,Mark Cole,[000000]儿子……我知道这很难接受，但这是事实。,"[000000]Hijo... Sé que es sorprendente, pero es la verdad.","[000000]Fils… Je comprends que ce doit être un choc pour toi, mais c'est comme ça.","[000000]Figliolo... So che sarà uno shock per te, ma così stanno le cose.","[000000]Rise ... ich weiß, das klingt schlimm, aber es ist nun mal so.","[000000]Сынок... Я знаю, что для тебя это, наверное, сильный шок, но так оно и есть.","[000000]Son...I know it's a shock, but it's the truth."
C03-S04-BeforeDadDialog07,Mark Cole,[000000]虽然我是在这长大的，但次世代星才是我出生的地方。太空兵人知道我是领导他们征服宇宙的最佳人选。,"[000000]Me crié en este planeta, pero nací en el planeta NuevaGen. Los Soldados sabían que yo era genéticamente perfecto para liderarles en su conquista del universo.","[000000]Cette planète m'a adopté, mais je suis né sur la planète Nouvelgèn et les Grunts savaient que j'étais parfait génétiquement parlant pour les conduire à la conquête de l'univers.","[000000]Questo pianeta mi ha adottato, ma sono nato su Nexgen e i Soldati sapevano che ero geneticamente perfetto per condurli alla conquista dell'universo.","[000000]Dieser Planet hat mich adoptiert, aber ich bin auf Nexgen zur Welt gekommen, und die Grunzer wussten, dass ich perfekt geeignet war, um ihre Eroberung des Universums anzuführen.","[000000]Эта планета приняла меня как своего, но родился я на планете Нексген, и Солдафоны знали, что генетически я идеальный полководец, который поможет им завоевать вселенную.","[000000]I was raised here, but I was born on Planet Nexgen. The Grunts knew I was a perfect genetic match to lead them and conquer the universe."
C03-S04-BeforeDadDialog08,Mark Cole,[000000]这就是我的天命，孩子。次世代星决定一切，次世代星拥有一切。,"[000000]Nunca ha existido un destino diferente para mí, hijo. NuevaGen decide y NuevaGen coge aquello que quiere.","[000000]Je n'ai jamais eu d'autre destin possible, fiston. Nouvelgèn décide et Nouvelgèn prend.","[000000]Non c'è mai stato nessun altro destino per me, figlio mio. Nexgen decide, Nexgen prende.","[000000]Dies und nichts anderes ist meine Bestimmung, mein Sohn. Nexgen entscheidet und nimmt sich, was es will.","[000000]У меня не могло быть другой судьбы, сын. Нексген забирает все, что считает своим.","[000000]It was my destiny, son. Nexgen decides, and Nexgen takes what it wants."
C03-S04-BeforeDadDialog09,Mark Cole,[000000]游戏星一直以来都太强大，太独立，太目中无人了。所以次世代星需要有人来渗透进他们的人群……了解他们的弱点……变成他们的一份子。,"[000000]Mundojuego siempre ha sido demasiado poderoso, demasiado desafiante para nuestras tropas. Necesitábamos que alguien se infiltrara entre sus gentes... averiguara sus debilidades y... se convirtiera en uno de ellos.","[000000]Gamearth a toujours été trop puissante, trop provocatrice face à nos forces. Alors nous avions besoin de quelqu'un pour infiltrer ses habitants… Connaître ses faiblesses… Devenir l'un d'eux.","[000000]Gamearth è sempre stata troppo potente, una sfida per le nostre forze. Perciò ci serviva qualcuno che s'infiltrasse tra loro, scoprisse le loro debolezze... diventasse uno di loro.","[000000]Gamearth war immer zu mächtig, war uneinnehmbar für unsere Truppen. Wir brauchten jemanden, der sie infiltriert, ihre Schwächen herausfindet ... einer von ihnen wird.","[000000]Игроземля всегда была слишком сильной и отказывалась нам подчиняться. Поэтому нам нужен был кто-то, кто проникнет в их общество... Узнает их слабости... Станет одним из них.","[000000]Gamearth has always been too powerful, too independent, too defiant. So Nexgen needed someone to infiltrate their people... Learn their weaknesses...Become one of them."
C03-S04-BeforeDadDialog10,Shine,[000000]你疯了吗，科尔？你是我们最好的战士之一！我们在八十年代的烂游戏之战中可是战友啊！,"[000000]¿Has perdido la cabeza, Cole? ¡Eres uno de nuestros mejores soldados! ¡Luchamos codo con codo en la Guerra de los Juegos Malos en los ochenta!","[000000]Est-ce que tu es devenu fou, Cole ? Tu es l'un de nos meilleurs soldats ! Nous avons combattu côte à côte dans la Guerre des Mauvais Jeux dans les années quatre-vingt !","[000000]Sei fuori di testa, Cole? Sei uno dei nostri migliori soldati! Abbiamo combattuto insieme nella Guerra dei Giochi Orrendi, negli anni '80!","[000000]Bist du komplett bescheuert, Cole?! Du bist einer unserer besten Krieger! In den Achtzigern haben wir die Invasion der Schlechten Spiele zusammen abgewehrt!","[000000]Ты что, с ума сошел, Коул? Ты один из наших лучших солдат! Мы вместе с тобой воевали в Войне против плохих игр в восьмидесятые!","[000000]Are you out of your mind, Cole? You are one of our best soldiers! We fought the Bad Games War back in the Eighties together!"
C03-S04-BeforeDadDialog11,Mark Cole,[000000]我说过我是为了混进游戏星才这么做的，而且我…….*咳，咳*。,"[000000]Como os contaba, era esencial que yo me convirtiera en ciudadano de Mundojuego, y eso hice... *COF COF*","[000000]Comme je vous l'ai dit, je devais devenir un citoyen de Gamearth et je l'ai fait… *Tousse*","[000000]Come ho detto, dovevo diventare un cittadino di Gamearth, e l'ho fatto... Coff coff.","[000000]Wie gesagt, ich musste ein echter Bewohner von Gamearth werden, und das wurde ich. *HUST*","[000000]В общем, мне нужно было стать гражданином Игроземли, и я им стал... *кашляет*","[000000]I said I needed to become a citizen of Gamearth, and I did...*cough, cough*."
C03-S04-BeforeDadDialog12,Mark Cole,[000000]但这并不表示我不爱我的家人。我有试过去保护你们母子两的安全，莱兹。但我不知道你们在哪。,"[000000]Pero eso no significa que no quiera a mi familia. He intentado manteneros a salvo, Rise. A ti y a tu madre. No sabía dónde estábais.","[000000]Mais cela ne veut pas dire que je ne tiens pas à ma famille. J'ai essayé de vous protéger, toi et ta mère. Je ne savais pas où vous étiez.","[000000]Ma non vuol dire che non amo la mia famiglia. Ho cercato di proteggere te e tua madre, Rise. Non sapevo dove fossi.","[000000]Das heißt nicht, dass ich meine Familie nicht liebe. Ich habe versucht, deine Mutter und dich zu schützen, Rise. Ich wusste nicht, wo du bist.","[000000]Но это не значит, что я не люблю свою семью. Я пытался позаботиться о том, чтобы ты и твоя мать были в безопасности, Райз. Я просто не знал, где вы.","[000000]But that doesn't mean I don't love my family. I've tried to keep you and your mother safe, Rise. I didn't know where you were."
C03-S04-BeforeDadDialog13,Rise,[000000]爸爸……我们都以为你正在某个地方为我们战斗，为游戏星战斗，就像你以前一样。,"[000000]Papá... Pensábamos que estabas en algún lugar luchando por nosotros. ¡Luchando por Mundojuego, como siempre has hecho!","[000000]Papa… On pensait que tu étais quelque part en train de te battre pour nous. Que tu te battais pour Gamearth, comme toujours !","[000000]Papà... Credevo che stessi combattendo per noi. Per Gamearth, come hai sempre fatto!","[000000]Dad ... Ich dachte, du bist irgendwo da draußen und kämpfst für Gamearth. So wie du es immer getan hast!","[000000]Папа... Мы думали, что ты где-то сражаешься на нашей стороне! На стороне Игроземли, как всегда!","[000000]Dad...We thought you were somewhere fighting for us. Fighting for Gamearth, like you always do!"
